"","EMTP","EMSECSM","WAPRSM3","WASCSM3","RACETHM","EMST_TOGA","SEX_2023","DGRDG","HDADV","HDCAR","HDCHG","HDEM","HDGRD","HDINT","HDOT","HDSKL","NDGMENG","NDGMEMG","HDCRN21C","EDDAD","EDMOM","N2DGRMED","FACADV","FACBEN","FACCHAL","FACIND","FACLOC","FACRESP","FACSAL","FACSEC","FACSOC","N3OCPRNG","N2OCPRMG","Years_To_First_Job","AGE","WKSWK","HRSWK","SALARY"
"3224","10","3","1","1","5","91","M","2","L","L","L","L","L","L","L","L","21","2","15","4","4","216070","3","3","1","1","1","2","1","1","1","21","2","10",35,52,40,100000
"3225","10","3","3","3","1","87","F","2","L","L","L","L","L","L","L","L","11","1","16","2","2","116730","2","1","1","1","2","1","1","1","1","11","1","7",29,52,40,90000
"3226","10","3","6","2","5","88","F","2","L","L","L","L","L","L","L","L","61","6","16","4","3","617870","2","1","2","1","1","2","1","1","1","61","6","5",33,52,32,99000
"3227","10","3","6","3","5","88","M","1","L","L","L","L","L","L","L","L","56","5","16","4","5","567350","2","1","2","1","1","2","1","1","2","56","5","0",33,52,45,109000
"3228","10","3","1","3","5","88","M","2","L","L","L","L","L","L","L","L","71","7","16","3","3","716530","2","2","2","3","1","3","2","2","1","55","5","2",35,52,50,94000
"3229","10","3","6","2","5","88","F","2","L","L","L","L","L","L","L","L","61","6","17","3","5","617890","1","1","1","1","1","1","1","2","2","61","6","10",34,52,40,90000
"3230","10","3","3","3","5","88","M","1","L","L","L","L","L","L","L","L","57","5","15","4","4","577290","1","1","2","2","2","1","1","2","3","55","5","4",29,52,40,120000
"3231","03","1","1","6","5","88","F","2","L","L","L","L","L","L","L","L","43","4","15","7","5","438970","1","2","1","1","1","1","2","2","1","43","4","1",28,52,45,33000
"3232","03","1","2","1","4","98","F","3","Y","Y","N","Y","N","N","N","Y","31","3","15","4","4","318730","1","1","1","2","2","2","1","1","2","38","3","6",30,40,45,51000
"3233","10","3","6","3","5","88","F","2","L","L","L","L","L","L","L","L","73","7","18","3","4","739100","1","1","1","1","1","2","1","1","1","61","6","4",29,52,40,200000
"3234","10","3","5","1","5","88","F","2","L","L","L","L","L","L","L","L","56","5","15","2","3","567350","2","1","1","1","2","1","1","2","1","56","5","0",31,52,40,120000
"3235","03","1","5","1","1","93","M","3","N","Y","N","N","N","Y","N","Y","54","5","15","7","4","547280","1","2","1","1","2","2","2","1","1","54","5","8",30,52,40,75000
"3236","11","3","6","1","5","91","F","3","L","L","L","L","L","L","L","L","43","4","16","5","5","438910","1","2","1","2","1","2","1","2","1","43","4","7",30,52,50,116200
"3237","10","3","3","6","5","88","M","4","L","L","L","L","L","L","L","L","76","7","16","3","4","768100","1","1","2","1","1","2","1","1","2","78","7","6",34,52,40,120000
"3238","13","3","6","5","5","92","M","1","L","L","L","L","L","L","L","L","53","5","15","3","2","537260","1","2","2","1","1","2","1","2","2","53","5","0",34,52,40,100000
"3239","01","1","2","3","5","92","F","1","L","L","L","L","L","L","L","L","72","7","22","2","2","727050","2","1","3","1","2","3","1","2","1","73","7","4",35,45,50,56000
"3240","10","3","5","1","5","88","F","1","L","L","L","L","L","L","L","L","56","5","15","7","2","567350","1","1","1","2","2","2","1","1","1","56","5","0",28,52,10,20000
"3241","17","2","6","4","5","87","M","2","L","L","L","L","L","L","L","L","76","7","15","4","5","766900","1","1","1","2","1","2","2","1","1","11","1","5",29,52,40,88200
"3242","10","3","3","4","5","88","M","2","L","L","L","L","L","L","L","L","71","7","16","2","4","716530","1","1","1","2","1","1","1","2","2","55","5","10",34,52,45,118826
"3243","10","3","3","6","5","98","M","1","L","L","L","L","L","L","L","L","11","1","18","4","2","116760","1","1","1","1","1","1","1","1","1","11","1","5",35,52,45,172000
"3244","10","3","3","3","5","92","M","2","L","L","L","L","L","L","L","L","61","6","15","3","3","617840","2","2","1","2","1","2","2","2","1","57","5","3",35,52,45,125000
"3245","10","3","5","3","5","85","M","2","L","L","L","L","L","L","L","L","54","5","L","5","4","547280","3","1","1","2","2","3","1","2","1","54","5","3",32,52,40,120000
"3246","10","3","1","1","5","85","M","3","L","L","L","L","L","L","L","L","56","5","15","3","5","567350","2","2","1","2","2","2","1","1","1","57","5","8",35,52,40,95000
"3247","10","3","6","7","5","97","F","1","L","L","L","L","L","L","L","L","75","7","16","3","4","759440","1","2","2","2","2","2","2","2","1","77","7","4",27,52,40,71000
"3248","10","3","3","2","5","85","M","3","L","L","L","L","L","L","L","L","22","2","15","4","3","226370","2","1","2","2","2","2","1","1","1","64","6","7",29,52,20,88000
"3249","10","3","3","4","5","97","M","2","L","L","L","L","L","L","L","L","22","2","15","4","4","226420","2","1","2","2","1","2","1","1","2","62","6","5",30,52,40,161000
"3250","10","3","4","7","3","98","M","1","L","L","L","L","L","L","L","L","11","1","15","4","4","116730","1","1","1","1","1","1","1","1","3","11","1","0",28,52,40,86500
"3251","10","3","1","6","5","97","M","2","Y","N","N","N","N","N","N","Y","54","5","16","2","5","547270","3","1","2","2","2","2","2","1","3","57","5","0",30,52,40,140000
"3252","10","3","3","3","5","97","M","2","Y","Y","Y","N","N","N","N","Y","71","7","15","5","5","716540","1","2","1","1","2","1","1","2","3","72","7","9",33,52,40,124000
"3253","16","2","3","3","7","98","M","1","L","L","L","L","L","L","L","L","44","4","15","3","4","449290","3","3","4","3","2","4","1","2","3","72","7","0",34,52,40,84000
"3254","10","3","5","1","7","92","F","3","L","L","L","L","L","L","L","L","52","5","15","4","4","527250","1","2","1","1","1","1","1","1","1","54","5","10",34,52,40,138500
"3255","10","3","6","3","5","97","M","1","L","L","L","L","L","L","L","L","54","5","18","4","4","547280","3","1","2","1","2","2","1","1","2","54","5","0",34,52,40,120000
"3256","11","3","3","1","4","97","F","1","L","L","L","L","L","L","L","L","44","4","21","7","5","449210","1","1","2","1","2","2","1","2","1","61","6","5",32,52,40,82300
"3257","04","1","6","2","1","97","F","2","L","L","L","L","L","L","L","L","61","6","L","1","1","617870","2","1","2","2","1","2","1","1","2","61","6","9",35,52,30,75000
"3258","10","3","1","4","1","97","M","3","N","Y","N","N","Y","N","N","Y","12","1","15","4","5","128430","2","2","2","2","2","2","2","2","2","12","1","6",30,52,40,230000
"3259","03","1","1","3","1","98","F","2","L","L","L","L","L","L","L","L","43","4","15","4","4","438940","2","1","1","1","2","2","2","2","2","43","4","3",30,52,50,34500
"3260","10","3","6","1","1","93","M","2","L","L","L","L","L","L","L","L","76","7","16","3","5","769950","2","1","3","1","1","3","1","2","2","78","7","7",35,52,40,100000
"3261","10","3","1","3","1","97","M","1","L","L","L","L","L","L","L","L","57","5","15","7","5","577240","1","1","1","1","1","1","1","2","2","72","7","3",28,52,50,175000
"3262","10","3","4","1","5","97","M","2","L","L","L","L","L","L","L","L","54","5","15","3","3","547280","2","2","1","1","1","2","2","2","4","54","5","8",35,52,40,107000
"3263","10","3","3","4","5","97","M","2","L","L","L","L","L","L","L","L","11","1","15","5","2","116760","1","1","1","2","1","1","1","2","2","62","6","7",35,52,40,350000
"3264","02","1","6","7","1","97","F","2","L","L","L","L","L","L","L","L","72","7","18","4","2","727030","1","1","1","1","1","1","1","1","1","75","7","6",34,52,35,83000
"3265","01","1","3","2","4","97","F","1","L","L","L","L","L","L","L","L","71","7","18","5","3","716550","1","1","2","1","1","3","1","1","3","63","6","1",28,36,21,35000
"3266","02","1","1","3","4","97","M","2","L","L","L","L","L","L","L","L","72","7","18","4","5","727100","2","1","2","1","2","2","1","2","1","71","7","6",32,52,40,85000
"3267","10","3","1","4","5","93","F","3","L","L","L","L","L","L","L","L","22","2","15","4","5","226350","1","2","1","1","1","1","2","2","1","22","2","9",31,52,40,80000
"3268","10","3","5","1","1","97","F","1","L","L","L","L","L","L","L","L","57","5","15","2","3","577240","2","1","1","1","1","2","1","1","2","54","5","4",29,52,40,123802
"3269","17","2","6","7","5","98","F","3","Y","Y","N","N","N","Y","N","Y","32","3","15","4","5","328720","1","1","1","1","1","1","1","1","1","22","2","7",28,52,40,65500
"3270","05","1","1","1","5","97","F","2","L","L","L","L","L","L","L","L","22","2","15","5","4","226350","1","1","1","2","1","1","1","1","2","22","2","2",31,52,50,27000
"3271","11","3","6","7","5","88","F","2","L","L","L","L","L","L","L","L","61","6","17","2","4","617860","2","1","1","2","1","2","1","2","2","61","6","7",31,52,32,93000
"3272","10","3","1","1","1","85","F","3","L","L","L","L","L","L","L","L","22","2","15","7","5","226400","1","1","1","1","2","1","1","2","2","64","6","8",33,52,40,140000
"3273","13","3","3","3","1","92","F","3","L","L","L","L","L","L","L","L","31","3","15","7","4","318730","2","1","2","1","1","2","2","1","3","57","5","8",30,52,40,97000
"3274","10","3","4","5","1","93","F","2","L","L","L","L","L","L","L","L","64","6","15","4","4","646520","1","2","1","2","2","2","1","2","2","12","1","4",29,52,40,160000
"3275","11","3","1","3","3","98","F","2","L","L","L","L","L","L","L","L","76","7","15","6","4","769010","1","1","1","1","2","1","1","2","1","77","7","9",31,52,40,73000
"3276","10","3","6","5","5","98","M","1","L","L","L","L","L","L","L","L","53","5","15","4","4","537260","2","1","2","1","2","2","1","2","3","54","5","5",33,52,40,127000
"3277","01","1","6","3","2","98","F","2","L","L","L","L","L","L","L","L","72","7","18","7","5","727030","2","1","2","2","1","2","1","1","1","75","7","4",30,40,40,64000
"3278","03","1","1","1","1","98","M","2","L","L","L","L","L","L","L","L","12","1","L","4","4","128440","1","2","1","1","2","1","2","2","1","18","1","8",30,36,40,84000
"3279","10","3","3","5","1","97","F","1","L","L","L","L","L","L","L","L","42","4","15","4","3","429270","2","1","2","2","1","2","1","1","1","57","5","5",29,52,40,167000
"3280","10","3","1","4","5","93","M","2","Y","Y","N","N","N","N","N","Y","12","1","15","5","6","128440","1","2","1","2","2","2","1","2","2","12","1","10",31,52,50,152400
"3281","10","3","3","3","5","88","F","2","L","L","L","L","L","L","L","L","53","5","16","4","4","537260","2","2","1","2","2","2","1","1","1","71","7","9",31,52,50,95000
"3282","17","2","3","3","5","88","F","1","L","L","L","L","L","L","L","L","44","4","19","2","2","449290","1","1","2","2","1","1","1","1","2","76","7","0",32,52,40,53000
"3283","10","3","1","5","1","93","M","3","L","L","L","L","L","L","L","L","33","3","15","3","3","338780","1","1","1","1","1","1","1","1","2","64","6","9",30,52,40,136687
"3284","10","3","5","3","1","87","F","1","L","L","L","L","L","L","L","L","53","5","15","5","4","537260","1","1","3","1","1","4","1","1","1","53","5","0",32,52,40,112000
"3285","10","3","4","1","5","87","M","1","L","L","L","L","L","L","L","L","51","5","15","4","4","517210","2","1","1","1","2","1","1","3","2","11","1","5",28,52,40,152000
"3286","10","3","4","1","3","97","M","2","L","L","L","L","L","L","L","L","57","5","15","7","4","577240","1","1","3","2","2","1","1","1","1","11","1","8",31,52,40,133000
"3287","11","3","6","2","5","87","F","2","L","L","L","L","L","L","L","L","43","4","18","6","3","438920","1","2","2","2","1","2","2","1","2","75","7","4",31,52,40,52000
"3288","10","3","1","1","5","92","M","2","L","L","L","L","L","L","L","L","56","5","16","4","4","567350","1","1","1","1","1","1","2","2","1","57","5","5",28,52,50,92000
"3289","05","1","1","4","5","87","F","2","L","L","L","L","L","L","L","L","22","2","15","4","5","226330","3","1","2","2","1","2","1","1","2","22","2","3",29,52,50,28000
"3290","10","3","5","3","5","91","M","1","L","L","L","L","L","L","L","L","51","5","15","4","5","517210","3","1","1","1","3","2","1","3","2","51","5","0",31,52,40,87815
"3291","10","3","4","1","5","91","M","1","L","L","L","L","L","L","L","L","11","1","20","3","3","116730","2","1","2","1","1","2","1","1","2","11","1","2",34,52,40,100000
"3292","11","3","6","7","2","91","F","2","L","L","L","L","L","L","L","L","43","4","15","3","4","438920","2","1","3","2","2","3","1","1","2","75","7","7",29,52,50,60000
"3293","10","3","5","3","5","91","M","2","L","L","L","L","L","L","L","L","56","5","15","4","4","567350","2","1","2","3","1","2","2","2","2","56","5","2",34,52,45,125000
"3294","11","3","3","5","3","91","F","2","L","L","L","L","L","L","L","L","73","7","25","2","3","739100","2","1","1","1","1","1","2","1","1","71","7","9",33,52,43,72500
"3295","10","3","3","6","1","91","M","2","Y","Y","Y","N","N","N","N","N","71","7","M","1","1","716530","1","1","3","1","2","2","1","1","2","52","5","6",33,52,40,160000
"3296","11","3","6","2","7","93","M","1","L","L","L","L","L","L","L","L","43","4","15","3","3","438940","2","1","2","1","2","2","2","1","1","75","7","1",32,52,40,49920
"3297","03","1","2","1","5","90","F","3","Y","Y","N","N","N","Y","N","Y","12","1","15","4","4","128420","2","1","1","2","2","2","1","1","1","18","1","6",29,40,40,74100
"3298","10","3","4","1","5","93","M","3","L","L","L","L","L","L","L","L","12","1","15","4","2","128420","2","1","3","2","3","3","1","1","2","11","1","7",30,52,40,177000
"3299","15","2","1","1","4","93","M","2","L","L","L","L","L","L","L","L","76","7","15","1","3","766620","2","1","2","1","1","2","1","1","1","77","7","5",28,52,40,82000
"3300","10","3","4","7","1","93","M","2","L","L","L","L","L","L","L","L","54","5","15","4","4","547280","2","1","2","2","2","2","1","1","2","54","5","2",32,52,40,140000
"3301","13","3","1","3","4","98","F","1","L","L","L","L","L","L","L","L","22","2","18","1","1","226320","1","2","1","2","2","2","2","2","2","64","6","3",33,52,40,72000
"3302","18","3","6","7","5","98","F","2","L","L","L","L","L","L","L","L","43","4","15","3","4","438920","3","2","3","1","2","2","1","2","1","75","7","4",32,52,32,80000
"3303","11","3","4","3","5","97","M","2","L","L","L","L","L","L","L","L","71","7","M","2","4","716530","1","2","1","1","1","1","2","1","2","11","1","8",35,52,40,113529
"3304","03","1","3","6","5","97","F","2","Y","Y","N","N","N","Y","N","Y","72","7","15","4","4","727130","1","1","2","1","1","2","1","1","1","75","7","5",29,52,45,51000
"3305","11","3","6","3","5","97","F","2","L","L","L","L","L","L","L","L","73","7","18","3","2","739100","1","1","1","1","1","1","1","1","1","75","7","1",28,52,40,63148
"3306","10","3","6","3","5","97","M","1","L","L","L","L","L","L","L","L","76","7","19","4","5","766820","1","1","2","1","1","2","1","1","3","71","7","4",34,52,45,105000
"3307","10","3","3","6","5","97","F","1","L","L","L","L","L","L","L","L","52","5","15","4","4","527250","4","1","2","1","1","2","2","2","4","62","6","5",31,52,40,100000
"3308","10","3","6","7","1","98","M","1","L","L","L","L","L","L","L","L","61","6","M","2","2","617840","1","1","1","1","1","1","1","1","1","64","6","5",34,52,40,95000
"3309","04","1","1","4","1","97","F","2","L","L","L","L","L","L","L","L","57","5","15","3","3","577240","1","1","1","1","1","1","1","1","1","61","6","2",33,52,40,85000
"3310","17","2","4","7","4","97","M","1","L","L","L","L","L","L","L","L","56","5","17","3","5","567350","1","1","1","1","1","1","1","1","1","56","5","2",32,52,42,122000
"3311","10","3","3","4","5","98","M","1","L","L","L","L","L","L","L","L","71","7","M","3","4","716590","2","2","2","2","1","2","1","3","3","11","1","0",27,52,40,84000
"3312","10","3","3","1","5","93","M","2","L","L","L","L","L","L","L","L","22","2","15","4","5","226390","1","1","2","2","3","1","1","2","3","72","7","10",35,52,40,195000
"3313","10","3","5","4","5","85","F","2","L","L","L","L","L","L","L","L","53","5","15","5","5","537260","2","2","2","2","2","2","2","2","2","53","5","10",33,52,40,98000
"3314","10","3","6","5","3","98","F","1","L","L","L","L","L","L","L","L","22","2","22","3","3","226320","3","3","3","3","1","3","1","2","2","61","6","3",33,52,38,53000
"3315","10","3","3","5","5","98","M","1","L","L","L","L","L","L","L","L","56","5","16","3","4","567350","1","1","1","1","3","1","1","1","3","72","7","5",28,52,40,80000
"3316","10","3","4","1","1","92","M","3","L","L","L","L","L","L","L","L","11","1","15","2","1","116730","2","1","2","2","2","2","1","2","2","11","1","10",34,52,40,135000
"3317","01","1","2","1","5","90","M","1","L","L","L","L","L","L","L","L","72","7","16","3","3","727100","1","1","1","1","2","2","1","1","1","63","6","3",30,29,55,43902
"3318","10","3","3","3","7","91","F","1","L","L","L","L","L","L","L","L","42","4","16","3","3","429280","1","1","1","1","1","1","1","1","1","72","7","5",31,52,45,74000
"3319","10","3","5","1","5","91","M","1","L","L","L","L","L","L","L","L","56","5","15","4","4","567350","2","1","1","2","2","2","1","1","1","56","5","0",30,52,40,96000
"3320","17","2","3","3","5","98","F","2","L","L","L","L","L","L","L","L","42","4","15","6","2","429270","1","1","2","2","1","2","1","1","2","72","7","5",28,52,40,69127
"3321","10","3","6","4","5","91","M","1","L","L","L","L","L","L","L","L","57","5","M","4","4","577290","2","1","2","1","2","2","1","1","1","54","5","4",34,52,43,102000
"3322","10","3","3","4","1","91","M","2","L","L","L","L","L","L","L","L","53","5","15","4","2","537260","1","1","2","2","2","2","1","1","2","53","5","3",31,52,40,92000
"3323","14","2","6","1","5","91","F","1","L","L","L","L","L","L","L","L","56","5","16","5","4","567350","1","1","1","2","2","2","2","1","1","53","5","3",27,52,45,75000
"3324","01","1","2","1","5","93","F","2","L","L","L","L","L","L","L","L","43","4","18","6","5","438940","2","1","2","1","2","2","1","1","1","73","7","8",35,52,40,54000
"3325","10","3","3","5","4","91","F","2","Y","N","Y","N","N","N","N","Y","71","7","25","5","4","716530","1","1","1","1","1","1","2","2","2","52","5","8",33,52,40,150000
